"Time","Day","Month","Year","temp_C","temp_F","dew","humidity","sealevelpressure","winddir","solarradiation","windspeed","precipprob","preciptype"
313,8,11,2016,28.3,82.94,13.4,42.5,1013.2,118.3,233.4,18.4,0,0
314,9,11,2016,28,82.4,13.1,42.5,1013.8,137.3,232,14.8,0,0
315,10,11,2016,26.9,80.42,13.5,45.5,1012.9,148.3,242.1,16.6,0,0
316,11,11,2016,27.2,80.96,12.6,44.5,1012,135.5,228.8,16.6,0,0
317,12,11,2016,27.6,81.68,14.5,47.8,1012.4,116,222,14.8,0,0
318,13,11,2016,27.9,82.22,15.2,48.1,1013.1,119.3,208.3,18.4,0,0
319,14,11,2016,27.8,82.04,15.8,50,1012.6,145.3,194.2,14.8,0,0
320,15,11,2016,28.2,82.76,19.7,61.6,1011.6,153.5,190.6,13,0,0
321,16,11,2016,29.4,84.92,21.1,62,1011.8,146.7,176.8,16.6,0,0
322,17,11,2016,29.8,85.64,18.4,53.2,1012.6,107.3,209.2,18.4,0,0
323,18,11,2016,28.6,83.48,14.2,43,1011.9,113.8,169.8,18.4,0,0
324,19,11,2016,28,82.4,14.8,46.3,1010.4,144.5,203.8,14.8,0,0
325,20,11,2016,26.9,80.42,14.8,50.1,1011,179.3,222.9,16.6,0,0
326,21,11,2016,27.3,81.14,14.5,49.3,1011.1,122.4,229.2,14.8,0,0
327,22,11,2016,27.5,81.5,14,46.4,1011,144.3,226.7,16.6,0,0
328,23,11,2016,28.1,82.58,14.6,46.1,1010.6,136.2,222.4,13,0,0
329,24,11,2016,28.3,82.94,14.6,45.7,1011,125.1,220.3,16.6,0,0
330,25,11,2016,28.2,82.76,13.7,43.6,1011,118,224.7,14.8,0,0
331,26,11,2016,27.5,81.5,13.6,45.6,1011.9,177.3,230.8,15.1,0,0
332,27,11,2016,27.7,81.86,15,48.7,1012,159,229.2,16.6,0,0
333,28,11,2016,28.1,82.58,16.7,52.6,1011.6,151.4,229.3,18.4,0,0
334,29,11,2016,27.1,80.78,19.3,64.5,1012.4,148.9,215.6,14.8,0,0
335,30,11,2016,27.2,80.96,18.7,61.1,1012.8,146.4,213.1,14.8,0,0
336,1,12,2016,27.4,81.32,17.5,56.7,1012.2,167,148.1,14.8,0,0
337,2,12,2016,27.9,82.22,16.1,51.7,1012,150.5,163.5,18.4,0,0
338,3,12,2016,28.2,82.76,16.1,49.6,1012.8,139.5,211.6,14.8,0,0
339,4,12,2016,29.7,85.46,19,53.7,1013.8,145.3,204,18.4,0,0
340,5,12,2016,29.4,84.92,19.7,57.1,1013.3,157.3,163.5,16.6,0,0
341,6,12,2016,28.6,83.48,17.1,51.7,1012.8,106.5,205,14.8,0,0
342,7,12,2016,26.8,80.24,14.2,48.6,1013,159.4,216.6,18.4,0,0
343,8,12,2016,27.1,80.78,13.7,46.2,1012.9,185.3,215.8,16.6,0,0
344,9,12,2016,26.3,79.34,16,55.1,1012,142.3,214.7,16.6,0,0
345,10,12,2016,25.9,78.62,15.5,55,1011.5,119.6,218.7,16.6,0,0
346,11,12,2016,25.2,77.36,14.4,53.9,1010.7,179.4,219.4,16.6,0,0
347,12,12,2016,26.5,79.7,15,52.5,1010.5,145.2,218.8,19.1,0,0
348,13,12,2016,27.3,81.14,13.8,46,1009.8,111.3,219.5,20.5,0,0
349,14,12,2016,28.3,82.94,15.3,46.9,1010.7,136.1,197.2,18.4,0,0
350,15,12,2016,29,84.2,19.8,58.3,1011.8,130.8,200.2,20.5,0,0
351,16,12,2016,29.4,84.92,18.5,53.2,1013,124.3,196.9,18.4,0,0
352,17,12,2016,29,84.2,17.3,50.2,1013.6,170,192.3,23.4,0,0
353,18,12,2016,28.1,82.58,13.2,41.2,1014.3,145,210.7,18.4,0,0
354,19,12,2016,26.4,79.52,14.4,49.1,1013.9,149.7,216.3,16.6,0,0
355,20,12,2016,27.1,80.78,14.8,48.7,1012.9,130.9,212.5,16.6,0,0
356,21,12,2016,27.2,80.96,15.1,50.3,1014.1,172,217.2,18.4,0,0
357,22,12,2016,26.2,79.16,16.1,55.7,1014.1,150.5,201.1,23,0,0
358,23,12,2016,26.3,79.34,16.4,56.5,1012.2,153.2,218.2,18.4,0,0
359,24,12,2016,25.9,78.62,16.8,59,1010.7,137.3,215.2,14.8,0,0
360,25,12,2016,25.7,78.26,17.7,64.8,1011.2,156.5,212.7,16.6,0,0
361,26,12,2016,26.4,79.52,15.7,55.2,1012.3,127.2,211.5,16.6,0,0
362,27,12,2016,26.2,79.16,13.8,48.4,1012.5,127.3,211.7,18.4,0,0
363,28,12,2016,26.1,78.98,11.4,41.7,1012.5,146.8,220,16.6,0,0
364,29,12,2016,26.7,80.06,12.6,43.9,1012.8,137.3,216,16.6,0,0
365,30,12,2016,27,80.6,14,47.6,1013.2,129.2,215,20.5,0,0
366,31,12,2016,26.4,79.52,16.5,56.6,1012.6,148,209.2,16.6,0,0
367,1,1,2017,25.8,78.44,16,57,1012.8,136.8,201.3,14.8,0,0
368,2,1,2017,25.9,78.62,16.2,58.2,1013.8,126.3,202.5,14.8,0,0
369,3,1,2017,26.1,78.98,12.9,46.8,1013.7,165.4,216.1,22.3,0,0
370,4,1,2017,25.6,78.08,13.7,50.8,1013.5,141.8,220.3,16.6,0,0
371,5,1,2017,25.2,77.36,15,55.4,1012.7,149,217.8,14.8,0,0
372,6,1,2017,24.1,75.38,16.8,65.2,1012.5,188.6,219.1,24.1,0,0
373,7,1,2017,23.9,75.02,17.7,69,1011.3,165.5,218.2,18.4,0,0
374,8,1,2017,24.6,76.28,17.6,66.3,1010.5,195.5,210,16.6,0,0
375,9,1,2017,24.6,76.28,14.7,55.5,1011.3,163.5,210.4,22.3,0,0
376,10,1,2017,23.3,73.94,12,50.4,1012.8,263.7,225.6,18.4,0,0
377,11,1,2017,22.6,72.68,12.6,55.3,1012.9,183.4,228,18.4,0,0
378,12,1,2017,22.5,72.5,11.8,53.7,1011.5,177.8,225.8,18.4,0,0
379,13,1,2017,23.6,74.48,13.5,55.6,1010.9,113.2,216.9,20.5,0,0
380,14,1,2017,25.1,77.18,16.3,60,1012,138.3,196.5,20.5,0,0
381,15,1,2017,25.7,78.26,19,68.5,1014,140.5,196,18.4,0,0
382,16,1,2017,25.3,77.54,17.8,64.7,1014.4,125.8,195.1,14.8,0,0
383,17,1,2017,24.5,76.1,15.5,58.9,1013.9,189.2,199.3,16.6,0,0
384,18,1,2017,24.5,76.1,14.7,55.6,1014.4,162.6,196.5,23.4,0,0
385,19,1,2017,25.7,78.26,15.5,55,1014.6,144.2,195.9,18.4,0,0
386,20,1,2017,25.9,78.62,14.7,51.9,1014.6,156.8,219.5,20.5,0,0
387,21,1,2017,26.7,80.06,14.4,48.9,1015.1,157.5,222.8,16.6,0,0
388,22,1,2017,27.7,81.86,14.5,46.3,1015.7,124,228,19.1,0,0
389,23,1,2017,28.7,83.66,13.8,43.1,1014.9,124.5,230.1,18.4,0,0
390,24,1,2017,28.5,83.3,14.9,45.2,1014.3,140.3,221.8,16.6,0,0
391,25,1,2017,28.2,82.76,14.4,44.8,1014.4,139.2,214,14.8,0,0
392,26,1,2017,27.1,80.78,14.9,48.2,1014.2,173,209.2,22.3,0,0
393,27,1,2017,25.4,77.72,13.6,49.8,1014.3,259.5,241.8,20.5,0,0
394,28,1,2017,27.6,81.68,12.4,41.6,1013.3,134.2,233.8,28.8,0,0
395,29,1,2017,28.2,82.76,12.7,39.5,1013.5,148.6,240.1,16.6,0,0
396,30,1,2017,27.6,81.68,13.7,43.9,1013,150.5,237.7,16.6,0,0
397,31,1,2017,27.1,80.78,14,46.4,1012.4,218.9,234.5,18.4,0,0
398,1,2,2017,26.5,79.7,13.7,47.3,1012.3,138.9,239.6,14.8,0,0
399,2,2,2017,27.1,80.78,16.4,54.8,1013.4,169.7,235,18.4,0,0
400,3,2,2017,26.3,79.34,19,65.3,1014.2,193.7,232.9,23.8,0,0
401,4,2,2017,25.1,77.18,19,69.8,1013.5,209.8,225.8,20.5,0,0
402,5,2,2017,24.3,75.74,19.3,74.1,1014,273.8,199.6,27.7,0,0
403,6,2,2017,23.6,74.48,14.6,58.8,1014.1,264,245.8,24.1,0,0
404,7,2,2017,24.3,75.74,13.2,51.4,1013,188.7,247.4,23.4,0,0
405,8,2,2017,25.6,78.08,16.8,59.4,1013.1,227.1,238.8,20.5,0,0
406,9,2,2017,26.3,79.34,14.4,50.1,1012.3,221.8,237.8,18.4,0,0
407,10,2,2017,26.2,79.16,14.2,49.1,1010.7,175.3,235.3,16.6,0,0
408,11,2,2017,24.7,76.46,16.4,62.1,1012.4,244.2,252.8,22.3,0,0
409,12,2,2017,24.9,76.82,14.8,56.8,1013.7,171.8,261.3,18.4,0,0
410,13,2,2017,27,80.6,15.1,50.3,1014.3,139.8,243.9,16.6,0,0
411,14,2,2017,28.9,84.02,14.8,44.3,1016.1,173.3,254.5,18.4,0,0
412,15,2,2017,29.7,85.46,14.9,42.6,1016.2,135.6,234.2,18.4,0,0
413,16,2,2017,29.9,85.82,14.7,41.7,1014.5,165.6,255.5,20.5,0,0
414,17,2,2017,30.4,86.72,14.7,39.9,1013.3,147.1,241.6,18.4,0,0
415,18,2,2017,31,87.8,11.9,33.6,1013.6,174,270.3,20.5,0,0
416,19,2,2017,29.8,85.64,14.9,43.5,1013,197.8,270.1,24.5,0,0
417,20,2,2017,29.2,84.56,17.3,51.5,1010.7,247,260.5,24.1,0,0
418,21,2,2017,26.3,79.34,21.4,75,1011,265.3,270.9,24.1,0,0
419,22,2,2017,26,78.8,20.6,72.7,1012.1,269.5,273.7,18.4,0,0
420,23,2,2017,27.8,82.04,18.3,59.2,1012.5,235.1,279.5,22.3,0,0
421,24,2,2017,28.7,83.66,15.1,46.9,1012.5,209.5,281,27.7,0,0
422,25,2,2017,29.6,85.28,12.8,38.2,1011.8,155,282.9,27.7,0,0
423,26,2,2017,29.6,85.28,13.3,40.4,1009.9,180.4,285.5,22.3,0,0
424,27,2,2017,29.3,84.74,16,47.1,1010.7,130.8,280.1,16.6,100,1
425,28,2,2017,29.5,85.1,13.5,40,1011.4,121.4,280.5,25.2,0,0
426,1,3,2017,29.9,85.82,15.8,45.6,1010.6,204.7,277.1,26.6,100,1
427,2,3,2017,28.7,83.66,16.5,49.9,1009.5,218.6,270.4,29.5,100,1
428,3,3,2017,28,82.4,18,55.9,1007.9,244.5,274.6,20.2,0,0
429,4,3,2017,27,80.6,19,63.9,1007.9,233.3,293.1,20.5,0,0
430,5,3,2017,27.7,81.86,16.3,53.8,1008.4,206.8,289.7,22.3,0,0
431,6,3,2017,27.2,80.96,19.3,63.3,1008,225,288.6,18.4,0,0
432,7,3,2017,26.7,80.06,20.3,68.9,1008.3,222.3,283.9,20.5,0,0
433,8,3,2017,27.4,81.32,19.9,65.2,1008.6,159.7,283,18.4,0,0
434,9,3,2017,27.4,81.32,19.2,63.6,1008.4,261.3,294.6,22.7,0,0
435,10,3,2017,26.7,80.06,19.9,66.9,1009.4,281.2,290.6,24.1,0,0
436,11,3,2017,26.4,79.52,16.2,54.7,1011.9,299.2,295.8,25.9,0,0
437,12,3,2017,25.4,77.72,12.6,46.4,1012,179.4,285.4,24.1,0,0
438,13,3,2017,26.8,80.24,10.1,37,1011,142.5,296.2,18.4,0,0
439,14,3,2017,28.3,82.94,12.3,39.7,1010.6,128.3,296.5,18.4,0,0
440,15,3,2017,28.2,82.76,17.6,54,1010.6,167.2,285.1,24.5,0,0
441,16,3,2017,28.4,83.12,17.6,55.3,1011.6,215.4,294,22.3,0,0
442,17,3,2017,28,82.4,20.4,65.6,1011.2,210.2,291.8,20.5,0,0
443,18,3,2017,28.6,83.48,19,58.2,1011.9,249.4,292.4,24.1,0,0
444,19,3,2017,27.7,81.86,21.8,71.3,1012.3,288.1,292,22.3,0,0
445,20,3,2017,28.2,82.76,22.3,71.7,1011.4,171,303.5,25.9,0,0
446,21,3,2017,28.5,83.3,23.1,72.9,1012,229.8,300.9,22.3,0,0
447,22,3,2017,29.1,84.38,21.8,66.5,1011.5,263.6,293.9,18.4,0,0
448,23,3,2017,28.9,84.02,21.6,65.6,1010.4,275.2,293.3,24.1,0,0
449,24,3,2017,28.9,84.02,22.8,70.1,1010,257.2,285.9,22.3,0,0
450,25,3,2017,29.9,85.82,21.7,62.3,1010,235.4,287.2,24.1,0,0
451,26,3,2017,30.7,87.26,21,59,1010.4,252.9,277.1,31.7,0,0
452,27,3,2017,32.3,90.14,20.2,51.3,1009.5,275.4,297.3,25.9,100,1
453,28,3,2017,30.1,86.18,25.1,75.5,1010.4,203.7,288.3,22.3,100,1
454,29,3,2017,29.6,85.28,25.5,79.1,1010.5,202.6,282.4,20.5,0,0
455,30,3,2017,29.4,84.92,25.3,79.2,1011.1,188.1,270.2,22.3,0,0
456,31,3,2017,30,86,23.5,69.7,1010.6,230.6,281.3,20.8,0,0
457,1,4,2017,29,84.2,23.3,71.7,1010.5,249.6,267.6,18.4,0,0
458,2,4,2017,29,84.2,23.2,72.7,1009.9,210.7,298.5,18.4,0,0
459,3,4,2017,29.3,84.74,23.4,72.1,1009.9,247.3,312.2,20.5,0,0
460,4,4,2017,29.5,85.1,24.5,74.5,1010.4,215.3,311.6,22.3,0,0
461,5,4,2017,29.4,84.92,24.4,74.7,1009.7,213.1,309.4,20.5,0,0
462,6,4,2017,28.9,84.02,24.1,75.6,1009,228.5,311.5,20.5,0,0
463,7,4,2017,28.7,83.66,20.3,61.9,1010.1,283,306.7,22.3,0,0
464,8,4,2017,28.8,83.84,18.8,55.9,1009.4,236.8,319.4,23.8,0,0
465,9,4,2017,31.1,87.98,18.5,49,1008,261.5,310.5,18.4,0,0
466,10,4,2017,31,87.8,21,56.7,1007.1,185.8,299.6,20.5,0,0
467,11,4,2017,30.5,86.9,24.9,72.9,1007.8,215.9,291.8,22.3,0,0
468,12,4,2017,30.4,86.72,25.4,75.1,1008.5,224.9,315.3,20.5,0,0
469,13,4,2017,30.7,87.26,24.1,68.8,1008.1,159.7,316.3,18.4,0,0
470,14,4,2017,30.3,86.54,24.8,73.5,1008,216,311.1,22.3,0,0
471,15,4,2017,29.9,85.82,25.5,77.6,1007.1,213.8,305.7,20.5,0,0
472,16,4,2017,30.6,87.08,23.1,66,1007,191.1,310.3,20.5,0,0
473,17,4,2017,29.8,85.64,25,75.9,1008.8,218,301.7,22.3,0,0
474,18,4,2017,30.9,87.62,23.5,67,1008.3,217.9,300.3,24.1,0,0
475,19,4,2017,30.2,86.36,24.7,72.9,1007.9,264.3,304.4,20.5,0,0
476,20,4,2017,29.9,85.82,24.5,73.4,1008.1,223.7,316.9,20.5,0,0
477,21,4,2017,30.1,86.18,24.2,70.9,1008.9,220.3,316.6,24.1,0,0
478,22,4,2017,30,86,23.9,70.4,1009.3,202,321.9,20.5,0,0
479,23,4,2017,30,86,23.5,68.6,1009.5,219.3,314.9,18.4,0,0
480,24,4,2017,29.8,85.64,22.4,65.1,1010.1,234.8,308.7,20.5,0,0
481,25,4,2017,29.6,85.28,22,64.8,1010.3,228.9,311.7,22.3,0,0
482,26,4,2017,29.3,84.74,22.8,68.4,1010,230.3,318,25.9,0,0
483,27,4,2017,29.7,85.46,23.1,68.3,1010,252.6,323.1,25.9,0,0
484,28,4,2017,29.6,85.28,23.7,71,1010,243.1,314,29.5,0,0
485,29,4,2017,29.5,85.1,23.5,70.6,1010.6,234.5,308.3,22.3,0,0
486,30,4,2017,29.3,84.74,23.4,71.3,1009.9,218.8,307.2,20.5,0,0
487,1,5,2017,30,86,24.4,72.6,1009.2,264.5,307,24.1,0,0
488,2,5,2017,29.4,84.92,24.7,76.3,1010.1,225.2,304.8,24.1,0,0
489,3,5,2017,29.8,85.64,25,75.9,1010,189.2,298.1,18.4,0,0
490,4,5,2017,30.2,86.36,25.4,76.1,1009.9,205.5,284.2,25.9,100,1
491,5,5,2017,30.9,87.62,26,75.3,1009.5,200,289.6,25.9,100,1
492,6,5,2017,30.9,87.62,25.6,73.9,1010.1,229.9,307.4,22.3,0,0
493,7,5,2017,30.7,87.26,24.7,70.7,1010.8,220.8,297.3,20.5,0,0
494,8,5,2017,31.2,88.16,24.9,70.1,1009.8,253.7,286.9,22.3,0,0
495,9,5,2017,30.8,87.44,24.9,71.5,1008.4,227.9,312.5,20.5,0,0
496,10,5,2017,30.5,86.9,25.2,74.1,1008.2,221.6,314,20.5,0,0
497,11,5,2017,30.7,87.26,25.5,74.5,1008.7,246.7,297.7,20.5,100,1
498,12,5,2017,31.2,88.16,26.1,74.9,1007.8,259.2,246.2,20.5,100,1
499,13,5,2017,31.2,88.16,24.5,67.9,1006.8,201,212.6,25.9,100,1
500,14,5,2017,31.2,88.16,25.8,73.2,1007.2,236.2,130.8,22.3,100,1
501,15,5,2017,30.9,87.62,25.2,71.9,1007.7,235.9,219.3,25.9,100,1
502,16,5,2017,30.8,87.44,25.3,72.8,1006.3,203,209.1,20.5,0,0
503,17,5,2017,31.2,88.16,25.5,72.2,1006.8,241.7,256.8,22.3,0,0
504,18,5,2017,31.1,87.98,25.4,72.1,1007.8,257.2,230.7,24.1,0,0
505,19,5,2017,30.8,87.44,25.1,71.8,1009.3,252.3,287.9,22.3,0,0
506,20,5,2017,30.8,87.44,24.3,68.4,1007.8,228.9,317.5,24.1,0,0
507,21,5,2017,30.7,87.26,23.4,65.5,1006.9,277.8,304.4,27.7,0,0
508,22,5,2017,31,87.8,24.5,68.7,1007.4,215.4,311.7,27.7,0,0
509,23,5,2017,31.4,88.52,25.6,71.9,1007.2,282.8,282.7,25.9,0,0
510,24,5,2017,31.1,87.98,26,74.7,1006.6,260,231.5,22.3,0,0
511,25,5,2017,31.1,87.98,25.9,74.4,1006.2,271.6,291.1,22.3,0,0
512,26,5,2017,31.1,87.98,25.2,70.8,1005.9,258.8,253.6,22.3,0,0
513,27,5,2017,31.2,88.16,25.1,70.3,1005.9,249.1,234.7,22.3,0,0
514,28,5,2017,31.3,88.34,25.5,71.4,1005.8,234.6,236.1,24.1,0,0
515,29,5,2017,31.6,88.88,26.4,74,1004.5,241.4,274.4,25.9,100,1
516,30,5,2017,31.7,89.06,26.6,74.8,1002.7,250.1,275.5,29.5,100,1
517,31,5,2017,31.7,89.06,26.3,73.3,1002,252.1,261,22.3,100,1
518,1,6,2017,31.4,88.52,26.3,74.8,1002.6,210.4,136.5,25.9,100,1
519,2,6,2017,30.8,87.44,26,76.1,1003.5,186.7,119,22.3,100,1
520,3,6,2017,31.3,88.34,25.5,71.7,1005.3,197.1,293.3,33.5,100,1
521,4,6,2017,31.2,88.16,25.5,72.3,1006,197,233.2,27.7,100,1
522,5,6,2017,31.3,88.34,26,73.6,1006.5,206.4,191.3,24.1,100,1
523,6,6,2017,31.5,88.7,25.7,71.8,1007.2,213,228.5,24.1,100,1
524,7,6,2017,29.6,85.28,24.7,75.4,1008.1,198.8,172.4,27.7,100,1
525,8,6,2017,28.6,83.48,24.7,80.3,1007.4,213.8,188.6,16.6,100,1
526,9,6,2017,28.3,82.94,25,83,1005.8,219.5,128.8,22.3,100,1
527,10,6,2017,27.9,82.22,24.8,83.5,1004.1,204.4,127.5,18.4,100,1
528,11,6,2017,28.4,83.12,25.5,84.4,1002.9,187.5,110.1,28.4,100,1
529,12,6,2017,28.3,82.94,25.5,85.2,1003.1,189.3,167.2,22.3,100,1
530,13,6,2017,28.3,82.94,25.4,84.5,1004.3,178.6,153.5,18.4,100,1
531,14,6,2017,30,86,26,79.5,1006,189.8,233.8,20.5,100,1
532,15,6,2017,29.1,84.38,25.8,82.5,1006.5,184.9,168.6,22.3,100,1
533,16,6,2017,30.1,86.18,26.1,79.5,1005.5,195,117.6,25.9,100,1
534,17,6,2017,30.2,86.36,25.7,76.9,1005.6,204.5,170.2,25.9,100,1
535,18,6,2017,31,87.8,26,75.2,1005.3,255.8,162.7,24.1,100,1
536,19,6,2017,30.8,87.44,26,75.6,1004.5,240.3,277.7,20.5,100,1
537,20,6,2017,30.8,87.44,25.7,74.1,1004.5,232,294.5,25.9,100,1
538,21,6,2017,30.1,86.18,25.5,76.4,1004.9,223.3,291.3,27.7,100,1
539,22,6,2017,29.5,85.1,25.8,80.7,1005.3,218.6,266.4,33.5,100,1
540,23,6,2017,30.5,86.9,26.1,77.5,1004.9,252.5,266.2,29.5,100,1
541,24,6,2017,30.4,86.72,26,77.2,1001.8,248.6,248.6,31.7,100,1
542,25,6,2017,26.4,79.52,24.4,89.2,1000.1,140.8,178.8,24.1,100,1
543,26,6,2017,27.8,82.04,25.5,87.7,1001,200.8,125.8,25.9,100,1
544,27,6,2017,27.8,82.04,25.7,88.5,1001.7,198.7,145.8,25.9,100,1
545,28,6,2017,27.4,81.32,25.7,90.8,1001.7,227.9,194.6,25.9,100,1
546,29,6,2017,28.5,83.3,26,86.7,1002.2,225.4,218.4,25.9,100,1
547,30,6,2017,29.6,85.28,26.1,81.5,1002.2,236.7,259.2,33.5,100,1
548,1,7,2017,28.4,83.12,25.7,85.9,1002.4,245.8,254.8,31.7,100,1
549,2,7,2017,27.9,82.22,25.7,88.1,1003.3,247.7,192.5,31.7,100,1
550,3,7,2017,29.7,85.46,25.9,80.7,1005.2,243.5,249.8,32.4,100,1
551,4,7,2017,29.2,84.56,25.7,81.5,1005.8,246.2,249.2,22.3,100,1
552,5,7,2017,29.7,85.46,25.8,79.5,1005.9,251.8,229.5,27.7,100,1
553,6,7,2017,29.5,85.1,25.6,79.8,1006.2,248.9,218.1,33.5,100,1
554,7,7,2017,29.8,85.64,25.8,79.3,1006.7,246.8,281.6,27.7,100,1
555,8,7,2017,29.7,85.46,25.4,78,1006.8,256.2,269.2,24.1,100,1
556,9,7,2017,29,84.2,25.2,80.6,1006.3,239.5,272.9,27.7,100,1
557,10,7,2017,29.3,84.74,25.4,79.8,1007.3,214.5,189.7,22.3,100,1
558,11,7,2017,29.7,85.46,25.2,76.9,1007.3,257.8,180.9,27.7,100,1
559,12,7,2017,29.8,85.64,24.8,74.5,1006.6,249.9,215.4,25.9,100,1
560,13,7,2017,28.6,83.48,25.3,82.9,1005.2,262,201.6,27.7,100,1
561,14,7,2017,28,82.4,25.2,85,1004.5,251.7,258.4,31.7,100,1
562,15,7,2017,27.5,81.5,25.1,87.2,1004.6,251,269.6,37.1,100,1
563,16,7,2017,28.2,82.76,25,82.9,1004.1,254.1,267.6,29.5,100,1
564,17,7,2017,25.7,78.26,24.6,93.6,1003.8,214.5,215.1,27.7,100,1
565,18,7,2017,26.1,78.98,25.1,94.1,1002.1,219.6,107,24.1,100,1
566,19,7,2017,26.9,80.42,25.5,92.2,1000.1,213.5,96.9,20.5,100,1
567,20,7,2017,27.5,81.5,25.6,89.5,999.3,234.3,175.2,27.7,100,1
568,21,7,2017,27.5,81.5,25.8,90.4,1000.8,239.1,253.9,37.1,100,1
569,22,7,2017,27.4,81.32,25.6,90.2,1002.9,239,252.5,37.1,100,1
570,23,7,2017,28.3,82.94,25.5,85.1,1003.6,239.7,153.1,25.9,100,1
571,24,7,2017,28.7,83.66,25.7,83.7,1004.5,241,244.5,33.5,100,1
572,25,7,2017,28.3,82.94,25.4,84.4,1004.3,244.1,238.4,25.9,100,1
573,26,7,2017,28.6,83.48,25.3,82.3,1004.5,243.2,283.5,25.9,100,1
574,27,7,2017,28.2,82.76,25.5,85.4,1005.2,247.4,275.8,27.7,100,1
575,28,7,2017,28.5,83.3,25.4,83.6,1006.3,247.7,280.8,27.7,100,1
576,29,7,2017,28.6,83.48,25.4,83.1,1007.3,240.3,293.6,25.9,100,1
577,30,7,2017,28.2,82.76,25,82.8,1007.6,234,272.9,29.5,100,1
578,31,7,2017,27.9,82.22,25.2,85.3,1007.2,229.2,276.8,24.1,100,1
579,1,8,2017,28.2,82.76,25.3,84.2,1007.5,235.6,298.2,26.2,100,1
580,2,8,2017,28.7,83.66,25.1,81.4,1007.5,227.3,298,22.3,100,1
581,3,8,2017,28.5,83.3,25.1,82.2,1006,238,283.4,25.9,100,1
582,4,8,2017,29.1,84.38,25.3,80.4,1004.2,249.7,242,31.7,100,1
583,5,8,2017,29,84.2,25.1,79.7,1004.1,241.9,159.7,24.1,100,1
584,6,8,2017,29.1,84.38,24.9,78.5,1004,250.4,259.6,20.5,100,1
585,7,8,2017,28.7,83.66,25.1,81.2,1005.1,236.8,252.2,22.3,100,1
586,8,8,2017,29.1,84.38,24.9,78.2,1006.1,237.8,256.2,22.3,100,1
587,9,8,2017,28.9,84.02,24.9,79.4,1005.9,235.2,219.2,25.9,100,1
588,10,8,2017,29.1,84.38,24.9,78.6,1006.3,244.4,257.1,24.1,100,1
589,11,8,2017,29.1,84.38,24.8,77.7,1007.2,251.3,257.3,25.9,100,1
590,12,8,2017,29,84.2,24.8,78.2,1007.9,252.1,258.6,27.7,100,1
591,13,8,2017,28.2,82.76,24.9,82.5,1008.2,240,222.8,24.1,100,1
592,14,8,2017,27.3,81.14,25,87.2,1009.4,223.8,214.5,20.5,100,1
593,15,8,2017,27.5,81.5,25,86.6,1009.1,203.8,204,16.6,100,1
594,16,8,2017,28.5,83.3,25.1,82,1007.5,229,193.2,24.1,100,1
595,17,8,2017,29.1,84.38,25,78.4,1005.4,277.8,230.9,25.9,100,1
596,18,8,2017,29.1,84.38,25,78.6,1004.3,281.8,162.8,24.1,100,1
597,19,8,2017,27.4,81.32,25,86.8,1004.3,234.9,221.9,22.3,100,1
598,20,8,2017,25.6,78.08,23.9,90.5,1003.2,209.5,105.4,24.1,100,1
599,21,8,2017,25.3,77.54,23.8,91.6,1002,143.1,116.2,16.6,100,1
600,22,8,2017,27.3,81.14,24.3,84.1,1003.5,187.7,265.1,22.3,100,1
601,23,8,2017,28.5,83.3,25.4,83.9,1006.3,214.3,289.3,22.3,100,1
602,24,8,2017,28.9,84.02,25.2,80.5,1006.5,266.6,276,29.5,100,1
603,25,8,2017,26.9,80.42,25.2,90.6,1004.9,261.1,200.9,29.5,100,1
604,26,8,2017,27.4,81.32,25.4,88.9,1002.9,288.5,150.7,16.6,100,1
605,27,8,2017,28,82.4,25.6,86.6,1001.9,286.8,120.5,22.3,100,1
606,28,8,2017,26.9,80.42,25.4,91.2,1000,254.3,141,18.4,100,1
607,29,8,2017,25.7,78.26,24.9,95.1,997.9,265.7,147.2,46.4,100,1
608,30,8,2017,27.2,80.96,25,87.7,1002.6,224.1,265.5,26.2,100,1
609,31,8,2017,28.6,83.48,24.9,81.1,1006.7,209.2,296.8,27.7,100,1
610,1,9,2017,28.1,82.58,24.9,83,1007.8,190.2,287.8,24.1,100,1
611,2,9,2017,28,82.4,25,84.1,1007.3,184.6,279.8,22.3,100,1
612,3,9,2017,27.2,80.96,25.2,89.3,1007.9,178.8,283.8,16.6,100,1
613,4,9,2017,28.9,84.02,25,80,1009.3,223.9,280.9,18.4,100,1
614,5,9,2017,28.8,83.84,24.2,76.6,1009.2,242,229.3,24.1,100,1
615,6,9,2017,28.9,84.02,24.3,76.7,1007.9,212.8,279,18.4,100,1
616,7,9,2017,29.2,84.56,24.7,77.2,1007,226.1,249.9,22.3,100,1
617,8,9,2017,29.5,85.1,25.6,79.9,1006.7,207.4,149.5,20.5,100,1
618,9,9,2017,29.1,84.38,25.7,82.3,1005.8,181,140.4,16.6,100,1
619,10,9,2017,29.3,84.74,26.2,83.5,1006.1,205.6,137.4,20.5,100,1
620,11,9,2017,30.8,87.44,26.8,80,1006.5,164.9,225.7,18.4,100,1
621,12,9,2017,31,87.8,25.9,74.7,1007.1,149.4,203.7,18.4,100,1
622,13,9,2017,28.3,82.94,25.4,84.8,1008,190,206.7,27.7,100,1
623,14,9,2017,29.1,84.38,25.6,82.1,1007.4,134,193.9,20.5,100,1
624,15,9,2017,28,82.4,24.9,83.9,1006.7,164.9,194,16.6,100,1
